,Player,Movements,Times,In-FavorTiles,Heuristic
0,PC1,D3,1.225386142730713,4,3
1,PC2,C3,1.1212928295135498,3,0
2,PC1,B3,1.9890918731689453,5,3
3,PC2,B2,3.392925977706909,4,0
4,PC1,F5,1.7749013900756836,6,3
5,PC2,A3,3.063563346862793,5,0
6,PC1,A1,1.506389856338501,9,7
7,PC2,C1,1.2514114379882812,4,4
8,PC1,ND,0.0010006427764892578,8,4
