,Player,Movements,Times,In-FavorTiles,Heuristic
0,PC1,D3,0.4533200263977051,4,3
1,PC2,C3,0.5146934986114502,3,-5
2,PC1,E6,1.035167932510376,5,3
3,PC2,D2,0.9655561447143555,4,-4
4,PC1,D1,1.2652313709259033,8,3
5,PC2,E1,0.6060090065002441,3,-4
6,PC1,B2,0.9994840621948242,9,1
7,PC2,C1,0.5399460792541504,4,-3
8,PC1,ND,0.0010013580322265625,8,4
