,Player,Movements,Times,In-FavorTiles,Heuristic
0,PC1,D3,1.4755966663360596,4,3
1,PC2,C3,1.1498892307281494,3,0
2,PC1,B3,2.0877175331115723,5,3
3,PC2,B2,3.2031283378601074,4,0
4,PC1,F5,2.000764846801758,6,3
5,PC2,A3,3.90767240524292,5,0
6,PC1,A1,2.6420929431915283,9,7
7,PC2,C1,2.0546538829803467,4,4
8,PC1,ND,0.0019989013671875,8,4
